Year,Month,Day,Precip (in),Max (F),Min (F),Dew (F),Solrad (L)
2009,1,16,0.000,66.903,33.937,6.413,363.736
2009,1,17,0.000,68.512,40.718,15.198,355.615
2009,1,18,0.000,67.558,38.375,17.657,292.209
2009,1,19,0.000,69.553,44.507,17.773,338.832
2009,1,20,0.000,69.530,45.226,19.706,352.133
2009,1,21,0.000,70.207,46.517,13.860,265.367
2009,1,22,0.050,66.710,49.133,43.073,144.982
2009,1,23,0.055,62.967,46.429,49.914,172.717
2009,1,24,0.000,65.657,46.926,46.076,335.569
2009,1,25,0.000,69.270,40.223,33.349,360.855
2009,1,26,0.000,66.518,39.533,23.311,342.102
2009,1,27,0.000,57.050,33.743,23.463,369.580
2009,1,28,0.000,58.389,28.073,11.902,381.345
2009,1,29,0.000,59.398,33.271,13.822,379.727
2009,1,30,0.000,62.252,30.470,3.678,386.273
2009,1,31,0.000,65.001,36.045,6.924,393.663
2009,2,1,0.000,64.064,35.089,13.611,397.168
2009,2,2,0.000,63.196,33.203,14.614,395.932
2009,2,3,0.000,69.026,34.452,11.763,416.520
2009,2,4,0.000,69.840,35.576,9.150,402.612
2009,2,5,0.000,75.366,41.234,12.639,424.499
2009,2,6,0.000,72.627,41.382,16.418,406.773
2009,2,7,0.000,67.706,36.202,20.326,365.039
2009,2,8,0.120,65.187,40.560,31.218,397.749
2009,2,9,0.000,53.884,34.663,30.568,365.127
2009,2,10,0.160,52.629,33.145,27.213,381.252
2009,2,11,0.000,58.185,28.285,18.318,445.756
2009,2,12,0.000,61.322,37.751,15.750,399.151
2009,2,13,0.000,60.762,30.498,20.359,438.448
2009,2,14,0.000,58.253,26.269,17.432,453.608
2009,2,15,0.000,60.578,31.527,20.531,291.760
2009,2,16,0.000,64.951,34.883,12.359,369.182
2009,2,17,0.000,62.067,35.908,23.715,406.322
2009,2,18,0.000,57.840,31.479,28.448,445.469
2009,2,19,0.000,63.303,31.593,16.178,463.920
2009,2,20,0.000,68.208,36.929,8.968,494.559
2009,2,21,0.000,71.946,38.896,4.843,435.149
2009,2,22,0.000,72.823,42.237,7.344,439.801
2009,2,23,0.000,82.419,53.580,14.612,365.773
2009,2,24,0.000,78.238,46.382,27.120,455.381
2009,2,25,0.000,78.279,51.865,26.991,438.329
2009,2,26,0.000,75.781,42.357,23.683,497.494
2009,2,27,0.000,73.735,41.515,14.123,470.621
2009,2,28,0.000,74.300,45.164,15.584,495.969
2009,3,1,0.000,73.828,41.958,16.942,535.470
2009,3,2,0.000,81.688,43.942,16.790,519.231
2009,3,3,0.000,80.365,51.709,12.663,516.619
2009,3,4,0.000,77.824,47.828,23.553,475.696
2009,3,5,0.000,72.861,49.310,21.296,401.810
2009,3,6,0.000,68.787,51.247,24.313,251.838
2009,3,7,0.000,64.787,42.807,21.201,354.539
2009,3,8,0.145,67.061,39.530,16.630,349.304
2009,3,9,0.165,63.551,45.032,39.414,240.199
2009,3,10,0.000,65.670,42.627,32.834,534.231
2009,3,11,0.000,67.335,43.786,25.982,543.903
2009,3,12,0.000,66.829,37.853,23.816,479.327
2009,3,13,0.000,65.402,39.447,26.068,566.290
2009,3,14,0.000,62.795,41.060,22.305,446.525
2009,3,15,0.000,65.921,37.561,23.999,467.603
2009,3,16,0.000,72.648,44.108,14.175,578.066
2009,3,17,0.000,77.491,47.269,16.016,580.157
2009,3,18,0.000,80.383,48.157,14.894,586.489
2009,3,19,0.000,79.882,49.308,13.566,584.560
2009,3,20,0.000,78.905,51.660,17.503,358.943
2009,3,21,0.000,79.196,49.086,26.659,525.847
2009,3,22,0.000,77.274,50.767,25.571,539.703
2009,3,23,0.000,74.242,43.530,21.455,598.313
2009,3,24,0.000,66.322,35.020,7.967,600.624
2009,3,25,0.000,69.410,40.343,7.419,614.766
2009,3,26,0.000,69.445,39.354,9.757,615.974
2009,3,27,0.000,67.090,37.333,8.646,646.611
2009,3,28,0.000,69.372,35.450,4.784,658.250
2009,3,29,0.000,72.297,40.796,6.299,594.155
2009,3,30,0.000,68.301,49.345,17.390,643.302
2009,3,31,0.000,71.372,38.809,21.028,641.271
2009,4,1,0.000,68.078,37.707,4.912,647.244
2009,4,2,0.000,73.748,40.745,21.972,650.878
2009,4,3,0.000,72.573,48.834,28.574,653.720
2009,4,4,0.000,66.971,45.645,32.000,616.044
2009,4,5,0.000,69.841,38.834,8.878,622.613
2009,4,6,0.000,72.507,47.659,7.341,621.212
2009,4,7,0.000,80.750,45.334,18.717,676.939
2009,4,8,0.000,78.856,55.004,17.980,534.313
2009,4,9,0.000,72.413,41.152,21.107,569.468
2009,4,10,0.000,75.531,47.895,16.302,650.664
2009,4,11,0.020,71.440,42.030,31.373,599.986
2009,4,12,0.000,63.793,36.750,34.457,585.433
2009,4,13,0.000,76.012,43.922,27.627,697.021
2009,4,14,0.000,76.413,51.072,20.495,675.310
2009,4,15,0.000,73.547,52.615,31.269,605.040
2009,4,16,0.000,66.162,34.686,15.208,680.307
2009,4,17,0.000,63.420,34.376,11.442,706.055
2009,4,18,0.000,74.411,40.251,12.913,713.869
2009,4,19,0.000,79.845,52.036,19.499,711.336
2009,4,20,0.000,82.150,52.044,19.603,727.020
2009,4,21,0.000,87.957,57.168,15.034,721.238
2009,4,22,0.000,87.335,56.161,16.388,605.223
2009,4,23,0.000,81.549,52.772,19.777,700.278
2009,4,24,0.000,81.627,52.752,16.851,697.209
2009,4,25,0.000,80.066,52.949,20.046,618.388
2009,4,26,0.000,77.221,45.796,17.553,723.755
2009,4,27,0.000,78.299,44.975,8.655,697.310
2009,4,28,0.000,82.300,49.816,13.659,612.391
2009,4,29,0.000,83.034,50.185,16.833,711.117
2009,4,30,0.000,86.060,49.109,16.648,737.929
2009,5,1,0.000,85.935,54.378,13.955,657.068
2009,5,2,0.000,82.786,57.923,22.587,693.908
2009,5,3,0.000,84.441,51.756,34.860,731.586
2009,5,4,0.000,86.212,54.767,29.647,736.150
2009,5,5,0.000,86.054,57.249,28.882,742.577
2009,5,6,0.000,91.050,56.419,26.055,750.159
2009,5,7,0.000,93.953,56.720,27.586,757.038
2009,5,8,0.000,94.105,57.195,27.082,760.355
2009,5,9,0.000,93.277,59.627,23.153,758.891
2009,5,10,0.000,93.979,60.293,22.484,764.441
2009,5,11,0.000,93.652,59.467,18.267,769.593
2009,5,12,0.000,92.388,60.876,16.473,761.991
2009,5,13,0.000,90.847,58.722,22.948,777.566
2009,5,14,0.000,91.209,60.127,24.718,760.595
2009,5,15,0.000,90.077,62.030,24.362,766.516
2009,5,16,0.000,91.619,58.977,23.278,768.842
2009,5,17,0.000,90.682,64.892,39.712,740.745
2009,5,18,0.000,91.109,63.873,38.310,697.651
2009,5,19,0.000,89.473,64.616,41.689,542.721
2009,5,20,0.075,78.823,62.946,51.158,362.417
2009,5,21,0.285,69.800,58.847,53.924,285.673
2009,5,22,0.075,75.779,52.203,50.537,436.613
2009,5,23,0.000,81.408,55.488,39.566,609.581
2009,5,24,0.000,81.817,59.500,37.512,641.606
2009,5,25,0.000,82.792,55.999,33.640,740.309
2009,5,26,0.000,82.683,54.774,32.557,741.369
2009,5,27,0.000,84.578,59.136,31.139,558.629
2009,5,28,0.025,85.825,60.200,32.062,511.469
2009,5,29,0.055,85.213,62.376,36.421,713.288
2009,5,30,0.000,88.421,58.957,32.272,646.358
2009,5,31,0.000,86.712,57.735,20.890,783.865
2009,6,1,0.000,87.705,58.105,22.979,783.511
2009,6,2,0.000,88.970,60.187,25.497,784.446
2009,6,3,0.000,93.467,58.578,22.701,780.264
2009,6,4,0.000,94.333,57.905,18.719,731.713
2009,6,5,0.000,90.904,67.707,28.836,459.274
2009,6,6,0.000,86.566,59.277,32.001,658.908
2009,6,7,0.000,85.107,56.764,23.926,763.948
2009,6,8,0.000,87.057,57.850,19.592,786.800
2009,6,9,0.010,85.184,65.706,35.784,458.546
2009,6,10,0.095,84.341,57.448,39.800,606.434
2009,6,11,0.000,86.148,56.076,21.969,779.518
2009,6,12,0.000,88.925,57.131,24.876,772.600
2009,6,13,0.000,87.730,64.156,33.215,522.884
2009,6,14,0.010,89.229,61.952,46.497,557.707
2009,6,15,0.000,88.017,59.856,29.352,776.725
2009,6,16,0.000,90.740,58.833,24.683,793.286
2009,6,17,0.000,90.146,60.872,28.815,731.932
2009,6,18,0.000,88.197,63.311,35.324,716.969
2009,6,19,0.050,83.646,64.111,41.774,523.284
2009,6,20,0.000,85.256,57.488,47.324,564.460
2009,6,21,0.000,91.398,63.096,46.858,707.470
2009,6,22,0.000,94.415,60.492,35.457,774.693
2009,6,23,0.000,93.804,69.782,41.767,547.106
2009,6,24,0.220,91.542,68.593,55.046,581.202
2009,6,25,0.000,91.338,72.768,54.609,431.543
2009,6,26,0.010,90.411,68.845,54.728,406.856
2009,6,27,0.350,89.845,69.200,51.827,467.596
2009,6,28,0.000,88.423,68.788,52.563,537.963
2009,6,29,0.110,92.365,68.109,58.967,254.412
2009,6,30,0.010,91.072,69.391,56.159,445.061
2009,7,1,0.000,89.933,70.632,59.374,497.035
2009,7,2,0.380,90.087,71.573,58.706,460.608
2009,7,3,0.000,86.922,67.421,60.354,353.003
2009,7,4,0.000,86.351,64.097,61.172,485.623
2009,7,5,0.000,90.485,69.815,56.666,627.647
2009,7,6,0.000,93.604,69.278,51.921,563.162
2009,7,7,0.000,92.100,71.800,57.651,588.427
2009,7,8,0.050,90.958,71.103,61.416,513.294
2009,7,9,0.010,91.635,67.186,58.274,605.107
2009,7,10,0.000,94.853,70.336,54.080,636.433
2009,7,11,0.000,95.840,68.914,47.235,680.323
2009,7,12,0.000,94.795,68.461,43.904,715.980
2009,7,13,0.000,97.325,70.545,44.651,638.374
2009,7,14,0.055,97.838,71.053,46.203,661.993
2009,7,15,0.055,94.378,72.328,50.356,514.391
2009,7,16,0.170,94.075,70.556,52.203,458.084
2009,7,17,0.000,94.394,71.088,49.613,297.230
2009,7,18,0.000,94.463,73.254,50.216,375.117
2009,7,19,0.000,98.164,72.015,45.275,601.783
2009,7,20,0.000,94.677,70.681,50.579,564.315
2009,7,21,0.000,90.466,68.541,54.313,644.662
2009,7,22,0.000,90.001,69.380,54.757,518.581
2009,7,23,0.000,87.913,70.501,57.766,305.066
2009,7,24,0.000,86.045,67.518,65.243,503.968
2009,7,25,0.225,89.173,70.019,64.322,551.585
2009,7,26,0.000,92.857,67.098,62.604,615.956
2009,7,27,0.000,95.254,68.970,56.761,709.563
2009,7,28,0.000,96.722,70.981,51.616,704.210
2009,7,29,0.000,95.826,69.890,50.927,681.262
2009,7,30,0.000,91.384,70.307,55.615,594.196
2009,7,31,0.000,91.620,66.449,49.122,708.851
2009,8,1,0.000,93.673,66.179,46.002,692.514
2009,8,2,0.000,93.713,68.580,42.466,657.065
2009,8,3,0.000,96.009,72.150,51.751,485.884
2009,8,4,0.000,97.360,71.024,54.275,597.650
2009,8,5,0.000,96.715,71.628,52.112,510.321
2009,8,6,0.000,94.118,71.802,57.547,498.171
2009,8,7,0.000,93.379,67.483,43.699,675.253
2009,8,8,0.000,91.958,65.739,42.078,678.116
2009,8,9,0.000,92.292,67.302,43.605,683.348
2009,8,10,0.000,90.476,69.129,50.277,601.086
2009,8,11,0.000,92.220,68.414,54.706,369.954
2009,8,12,0.180,92.558,71.239,51.667,272.672
2009,8,13,0.690,90.558,64.302,58.027,273.975
2009,8,14,0.000,85.375,63.210,62.643,506.632
2009,8,15,0.000,88.887,63.929,57.879,630.494
2009,8,16,0.000,90.700,63.401,48.961,681.678
2009,8,17,0.000,93.062,62.059,44.535,697.663
2009,8,18,0.000,94.502,63.165,42.950,669.474
2009,8,19,0.000,93.485,66.644,47.956,637.861
2009,8,20,0.000,94.004,66.863,50.999,561.254
2009,8,21,0.035,90.689,68.636,53.293,429.976
2009,8,22,0.425,87.569,63.227,55.568,528.284
2009,8,23,0.030,85.082,66.102,60.461,587.782
2009,8,24,0.000,82.187,64.619,62.524,562.883
2009,8,25,0.095,83.701,63.962,59.251,494.962
2009,8,26,0.000,88.682,64.357,56.254,590.577
2009,8,27,0.000,91.918,70.666,49.664,511.776
2009,8,28,0.000,92.678,67.940,44.059,613.713
2009,8,29,0.000,91.897,64.924,39.634,655.992
2009,8,30,0.000,91.729,67.296,38.620,612.102
2009,8,31,0.000,91.364,69.851,42.443,432.312
2009,9,1,0.000,89.372,62.798,46.550,563.711
2009,9,2,0.000,85.985,67.641,52.626,397.643
2009,9,3,0.395,86.549,69.016,54.354,385.114
2009,9,4,0.020,87.444,64.154,55.985,531.696
2009,9,5,0.000,82.882,66.276,57.497,371.849
2009,9,6,0.030,85.114,63.058,55.528,341.377
2009,9,7,0.000,84.439,61.348,52.492,591.695
2009,9,8,0.000,82.831,62.335,58.210,451.842
2009,9,9,0.000,85.696,61.539,58.809,482.216
2009,9,10,0.000,86.058,64.285,56.831,430.030
2009,9,11,0.000,86.176,64.873,54.284,314.029
2009,9,12,0.020,84.973,62.802,54.544,331.251
2009,9,13,0.000,82.860,62.022,55.592,516.567
2009,9,14,0.000,84.618,62.350,57.579,573.494
2009,9,15,0.000,86.557,61.148,53.147,594.516
2009,9,16,0.000,87.099,62.437,50.028,577.106
2009,9,17,0.000,83.316,61.686,45.179,550.550
2009,9,18,0.000,84.064,60.109,52.307,306.940
2009,9,19,0.000,84.443,62.725,52.088,341.346
2009,9,20,0.000,85.695,61.156,43.618,350.182
2009,9,21,0.000,89.164,58.450,44.270,503.165
2009,9,22,0.000,86.852,62.351,39.880,565.542
2009,9,23,0.000,81.850,56.846,38.240,587.769
2009,9,24,0.000,84.842,56.451,42.282,583.760
2009,9,25,0.000,87.816,58.479,42.663,576.610
2009,9,26,0.000,89.697,63.252,39.007,568.283
2009,9,27,0.000,90.328,67.056,31.831,572.841
2009,9,28,0.000,92.709,66.995,29.849,572.705
2009,9,29,0.000,92.041,65.168,34.829,536.502
2009,9,30,0.000,90.405,64.073,37.002,454.070
2009,10,1,0.000,83.211,59.302,44.635,468.460
2009,10,2,0.000,82.692,54.500,25.330,505.871
2009,10,3,0.260,78.160,51.411,47.349,309.150
2009,10,4,0.000,81.344,56.741,53.626,464.777
2009,10,5,0.000,79.146,56.314,46.213,423.970
2009,10,6,0.000,78.968,57.452,44.038,257.014
2009,10,7,0.000,77.280,56.363,47.824,468.873
2009,10,8,0.000,74.452,49.130,39.398,511.588
2009,10,9,0.000,75.109,47.660,24.698,516.603
2009,10,10,0.000,78.435,53.355,22.542,381.162
2009,10,11,0.000,77.731,52.869,33.193,488.442
2009,10,12,0.000,76.273,55.893,47.752,489.216
2009,10,13,0.000,80.354,56.032,50.702,488.024
2009,10,14,0.000,82.038,51.085,41.121,421.737
2009,10,15,0.000,84.050,54.924,41.290,498.643
2009,10,16,0.000,87.066,59.681,40.391,496.273
2009,10,17,0.000,86.165,59.354,39.349,483.943
2009,10,18,0.000,86.119,60.296,47.096,346.493
2009,10,19,0.000,82.031,61.403,49.759,355.504
2009,10,20,0.010,79.778,62.624,49.706,246.815
2009,10,21,0.000,70.249,45.560,29.808,440.002
2009,10,22,0.000,75.364,50.408,28.646,457.877
2009,10,23,0.000,75.762,49.937,27.579,453.657
2009,10,24,0.000,77.525,49.534,21.835,444.545
2009,10,25,0.000,76.620,51.829,23.125,430.224
2009,10,26,0.000,71.969,47.938,23.833,435.405
2009,10,27,0.000,74.722,43.013,24.823,418.487
2009,10,28,0.020,70.889,43.195,22.333,263.343
2009,10,29,0.000,49.642,28.640,8.290,403.709
2009,10,30,0.000,57.881,32.246,11.395,422.948
2009,10,31,0.000,70.725,37.002,13.252,419.378
2009,11,1,0.000,76.442,45.219,19.876,421.456
2009,11,2,0.000,80.071,53.857,19.826,411.376
2009,11,3,0.000,80.385,48.295,21.379,407.912
2009,11,4,0.000,79.612,48.071,26.620,354.634
2009,11,5,0.000,81.532,53.902,29.679,374.933
2009,11,6,0.000,79.641,54.024,26.659,339.784
2009,11,7,0.000,75.874,55.065,26.759,350.982
2009,11,8,0.000,74.968,48.819,30.026,385.741
2009,11,9,0.000,75.819,50.540,33.125,381.348
2009,11,10,0.000,76.593,48.479,29.935,363.036
2009,11,11,0.000,76.890,50.937,35.489,323.300
2009,11,12,0.000,74.700,52.609,36.202,296.848
2009,11,13,0.000,69.802,59.085,42.183,187.294
2009,11,14,0.000,62.465,50.289,39.630,209.857
2009,11,15,0.000,60.197,36.556,32.044,337.244
2009,11,16,0.000,62.978,35.053,13.483,397.352
2009,11,17,0.000,65.563,34.616,12.508,369.200
2009,11,18,0.000,69.195,39.104,18.396,312.939
2009,11,19,0.000,65.248,42.544,28.548,346.269
2009,11,20,0.000,68.223,43.742,20.492,354.632
2009,11,21,0.000,70.109,42.862,17.904,354.686
2009,11,22,0.000,69.076,40.582,17.440,352.350
2009,11,23,0.000,68.478,41.411,17.003,350.076
2009,11,24,0.000,64.046,39.734,16.378,347.864
2009,11,25,0.000,64.588,36.361,18.099,345.745
2009,11,26,0.000,64.479,41.217,19.516,311.773
2009,11,27,0.000,69.387,43.854,27.165,320.056
2009,11,28,0.000,67.918,43.593,34.599,194.813
2009,11,29,0.000,57.727,42.169,33.655,245.793
2009,11,30,0.085,48.302,38.919,35.046,186.925
2009,12,1,0.000,55.108,31.398,31.635,293.489
2009,12,2,0.000,57.948,33.248,27.306,301.858
2009,12,3,0.000,56.454,32.284,23.107,325.030
2009,12,4,0.000,52.312,29.093,24.680,333.355
2009,12,5,0.000,54.903,27.776,16.257,249.724
2009,12,6,0.000,57.427,32.417,18.207,295.000
2009,12,7,0.000,54.135,35.233,32.193,180.242
2009,12,8,0.000,52.760,43.464,37.738,240.824
2009,12,9,0.000,54.959,34.285,30.374,283.332
2009,12,10,0.000,59.976,28.916,26.135,319.005
2009,12,11,0.000,60.920,32.355,22.705,322.382
2009,12,12,0.000,60.692,34.393,25.754,303.342
2009,12,13,0.000,61.950,37.355,31.028,238.323
2009,12,14,0.000,57.467,38.535,37.836,151.035
2009,12,15,0.000,56.051,32.406,33.842,299.697
2009,12,16,0.000,61.564,36.822,25.680,319.973
2009,12,17,0.000,64.666,32.251,29.159,316.832
2009,12,18,0.000,65.376,39.760,24.956,314.248
2009,12,19,0.000,59.879,37.960,24.196,323.747
2009,12,20,0.000,62.169,34.160,25.211,304.037
2009,12,21,0.000,63.176,40.767,20.438,186.868
2009,12,22,0.000,59.387,42.144,21.837,235.569
2009,12,23,0.225,53.199,34.155,31.187,242.861
2009,12,24,0.000,50.370,25.533,22.712,304.439
2009,12,25,0.000,53.252,27.945,13.938,325.557
2009,12,26,0.000,50.938,24.660,11.644,328.881
2009,12,27,0.000,53.882,30.906,12.487,332.929
2009,12,28,0.000,49.911,33.872,17.675,210.009
2009,12,29,0.050,52.265,36.087,26.932,232.099
2009,12,30,0.000,55.259,29.902,23.813,296.925
2009,12,31,0.000,53.483,42.708,27.121,318.688
2010,1,1,0.000,56.152,29.108,13.041,350.202
2010,1,2,0.000,61.831,28.357,19.022,320.479
2010,1,3,0.000,61.823,36.951,14.294,328.344
2010,1,4,0.000,60.303,31.092,19.431,329.609
2010,1,5,0.000,62.517,32.276,22.909,330.716
2010,1,6,0.000,65.302,37.455,19.434,330.324
2010,1,7,0.000,63.452,38.529,12.212,266.221
2010,1,8,0.000,57.772,30.033,18.990,297.560
2010,1,9,0.000,60.094,30.067,18.469,308.476
2010,1,10,0.000,56.279,31.709,15.521,228.875
2010,1,11,0.000,59.901,33.340,18.904,300.807
2010,1,12,0.000,62.348,33.168,19.542,348.525
2010,1,13,0.000,62.451,37.614,20.479,206.349
2010,1,14,0.000,58.820,31.445,19.348,274.398
2010,1,15,0.000,58.565,33.921,24.813,329.774
2010,1,16,0.000,62.013,37.637,18.996,283.691
2010,1,17,0.000,59.118,35.275,13.387,213.220
2010,1,18,0.000,61.765,37.507,22.135,226.209
2010,1,19,0.010,61.079,43.460,29.514,266.180
2010,1,20,0.245,57.552,41.746,33.561,338.388
2010,1,21,0.130,53.806,43.729,39.123,246.273
2010,1,22,0.845,51.367,40.806,42.191,183.342
2010,1,23,0.150,42.936,34.654,32.581,298.409
2010,1,24,0.000,47.369,26.440,24.927,357.910
2010,1,25,0.000,55.565,27.909,24.098,371.227
2010,1,26,0.000,61.485,34.129,26.349,245.994
2010,1,27,0.340,60.005,36.399,34.128,217.314
2010,1,28,0.000,57.152,38.630,38.625,194.684
2010,1,29,0.000,53.652,37.690,37.177,307.557
2010,1,30,0.000,55.213,34.151,33.189,254.327
2010,1,31,0.000,58.906,38.781,35.153,316.261
2010,2,1,0.000,59.323,38.196,33.747,283.843
2010,2,2,0.000,61.736,39.441,33.877,344.862
2010,2,3,0.675,60.746,40.385,38.700,235.380
2010,2,4,0.000,56.269,36.549,37.195,344.325
2010,2,5,0.000,61.355,37.285,33.731,380.592
2010,2,6,0.000,63.685,37.153,32.202,402.747
2010,2,7,0.000,62.704,38.508,33.931,285.118
2010,2,8,0.000,53.278,29.348,29.702,347.701
2010,2,9,0.000,55.828,33.322,26.005,396.092
2010,2,10,0.030,55.167,32.945,30.249,209.957
2010,2,11,0.075,51.786,34.134,33.583,337.072
2010,2,12,0.000,59.474,32.427,31.055,425.503
2010,2,13,0.000,64.103,36.077,30.691,436.205
2010,2,14,0.000,64.968,40.824,26.526,439.527
2010,2,15,0.000,64.251,36.350,27.113,448.974
2010,2,16,0.000,62.517,33.909,30.009,445.683
2010,2,17,0.000,65.918,38.495,29.568,468.796
2010,2,18,0.000,65.373,42.372,27.418,470.097
2010,2,19,0.000,63.585,37.550,26.504,413.717
2010,2,20,0.065,60.510,39.832,30.305,339.402
2010,2,21,0.000,52.784,39.529,35.978,313.319
2010,2,22,0.085,51.032,39.248,36.469,216.764
2010,2,23,0.000,49.626,27.396,25.562,368.230
2010,2,24,0.000,60.970,30.391,18.078,457.100
2010,2,25,0.000,61.136,35.104,21.766,433.404
2010,2,26,0.000,60.002,38.422,25.009,478.359
2010,2,27,0.000,62.859,39.163,22.002,310.510
2010,2,28,0.150,60.862,37.387,27.759,225.104
2010,3,1,0.000,59.691,34.290,35.728,390.648
2010,3,2,0.000,63.970,36.289,29.235,363.307
2010,3,3,0.000,67.058,38.279,30.416,479.743
2010,3,4,0.000,65.992,39.242,29.184,517.076
2010,3,5,0.000,66.706,34.396,27.922,524.407
2010,3,6,0.000,65.927,40.927,25.117,367.037
2010,3,7,0.020,62.776,46.684,38.749,473.904
2010,3,8,0.045,51.470,36.712,36.442,252.354
2010,3,9,0.000,56.737,33.700,31.275,473.902
2010,3,10,0.000,56.941,27.896,23.980,493.101
2010,3,11,0.010,52.250,32.402,25.266,529.154
2010,3,12,0.000,65.676,33.269,25.306,563.378
2010,3,13,0.000,68.168,40.054,23.460,559.055
2010,3,14,0.000,66.495,38.244,25.900,554.114
2010,3,15,0.000,59.390,35.106,17.831,567.661
2010,3,16,0.000,65.277,40.816,22.808,571.453
2010,3,17,0.000,73.335,39.565,23.048,550.049
2010,3,18,0.000,72.667,44.151,16.580,579.813
2010,3,19,0.000,68.911,39.171,22.586,549.300
2010,3,20,0.000,61.674,41.688,23.799,520.832
2010,3,21,0.000,68.464,37.176,8.181,592.516
2010,3,22,0.000,74.126,45.604,9.009,542.050
2010,3,23,0.000,71.846,46.943,19.833,373.965
2010,3,24,0.000,63.009,38.310,34.437,452.400
2010,3,25,0.000,72.423,40.282,20.328,591.909
2010,3,26,0.000,70.964,37.160,18.345,612.022
2010,3,27,0.000,63.743,34.123,16.370,615.468
2010,3,28,0.000,67.620,39.422,10.453,619.518
2010,3,29,0.000,77.856,38.385,14.878,612.332
2010,3,30,0.000,80.966,44.627,19.340,604.080
2010,3,31,0.000,78.351,43.571,19.550,648.754
2010,4,1,0.030,69.724,49.060,26.835,513.090
2010,4,2,0.000,63.535,34.154,25.104,531.613
2010,4,3,0.000,74.396,42.033,17.606,665.782
2010,4,4,0.000,76.368,44.966,24.185,669.698
2010,4,5,0.000,76.080,44.506,24.193,673.743
2010,4,6,0.000,74.250,43.174,22.583,676.740
2010,4,7,0.000,67.764,36.810,9.945,694.287
2010,4,8,0.000,77.116,41.991,7.479,698.425
2010,4,9,0.000,78.198,46.880,13.440,700.183
2010,4,10,0.000,76.652,48.083,15.116,700.955
2010,4,11,0.000,77.213,49.172,24.466,686.296
2010,4,12,0.000,78.398,45.173,24.971,697.359
2010,4,13,0.000,75.107,42.656,20.205,701.796
2010,4,14,0.000,76.881,44.139,22.061,680.872
2010,4,15,0.000,81.089,45.546,20.524,682.248
2010,4,16,0.000,79.843,55.131,22.381,476.243
2010,4,17,0.000,79.532,49.924,32.552,561.998
2010,4,18,0.000,81.087,53.181,34.023,524.549
2010,4,19,0.000,79.612,54.091,27.848,278.645
2010,4,20,0.000,73.645,51.778,34.520,380.646
2010,4,21,0.000,73.680,53.663,42.554,424.734
2010,4,22,0.000,64.853,39.103,31.498,549.783
2010,4,23,0.260,52.399,36.291,34.604,358.702
2010,4,24,0.000,65.425,36.349,30.319,680.759
2010,4,25,0.000,75.228,41.630,29.738,731.080
2010,4,26,0.000,77.903,49.227,24.197,712.310
2010,4,27,0.000,78.934,46.779,27.320,713.543
2010,4,28,0.000,79.854,48.926,26.670,712.028
2010,4,29,0.000,77.741,56.076,27.607,718.745
2010,4,30,0.000,63.802,40.740,18.968,648.857
2010,5,1,0.000,62.752,37.260,11.590,621.994
2010,5,2,0.000,66.707,42.281,20.132,726.328
2010,5,3,0.000,73.907,40.877,25.534,697.723
2010,5,4,0.000,85.966,49.530,19.062,753.052
2010,5,5,0.000,87.373,52.901,17.682,753.556
2010,5,6,0.000,86.598,50.857,15.808,732.043
2010,5,7,0.000,87.894,51.581,20.493,718.365
2010,5,8,0.000,86.668,56.400,20.340,626.323
2010,5,9,0.000,85.143,52.479,20.096,721.220
2010,5,10,0.000,81.793,55.900,15.059,767.523
2010,5,11,0.000,79.564,48.525,12.418,768.098
2010,5,12,0.000,76.780,43.984,15.614,773.194
2010,5,13,0.000,80.245,47.907,16.441,750.626
2010,5,14,0.000,79.838,48.586,11.993,773.065
2010,5,15,0.000,82.367,52.638,14.689,768.522
2010,5,16,0.000,85.074,54.479,16.343,768.622
2010,5,17,0.000,87.743,51.914,20.437,771.725
2010,5,18,0.000,85.985,52.745,22.244,747.830
2010,5,19,0.000,83.227,50.838,30.274,767.884
2010,5,20,0.000,87.097,49.905,26.430,779.933
2010,5,21,0.000,89.658,57.764,26.648,782.564
2010,5,22,0.000,87.729,56.757,26.422,772.252
2010,5,23,0.000,84.912,56.880,25.900,766.346
2010,5,24,0.000,78.066,45.428,20.873,787.765
2010,5,25,0.000,83.138,43.629,13.242,780.692
2010,5,26,0.000,90.487,54.325,16.502,790.813
2010,5,27,0.000,93.622,54.743,21.655,786.025
2010,5,28,0.000,92.972,57.694,24.138,774.601
2010,5,29,0.000,92.111,58.811,35.477,772.306
2010,5,30,0.000,88.821,56.979,27.135,780.589
2010,5,31,0.000,90.054,57.217,28.305,775.979
2010,6,1,0.000,88.314,62.211,30.301,761.240
2010,6,2,0.000,88.134,59.023,28.924,777.355
2010,6,3,0.000,91.405,57.158,26.411,778.395
2010,6,4,0.000,94.588,61.649,31.089,769.497
2010,6,5,0.000,97.414,62.675,29.170,777.048
2010,6,6,0.000,99.569,65.263,30.408,775.871
2010,6,7,0.000,98.198,66.021,30.088,740.107
2010,6,8,0.000,96.595,62.368,28.843,751.196
2010,6,9,0.000,97.476,68.948,39.942,771.640
2010,6,10,0.000,93.720,65.573,37.885,746.395
2010,6,11,0.000,91.007,64.421,41.634,755.701
2010,6,12,0.000,83.602,60.165,39.573,766.490
2010,6,13,0.000,83.278,54.709,29.051,787.073
2010,6,14,0.000,87.200,56.614,31.110,791.598
2010,6,15,0.000,94.224,63.558,29.566,791.495
2010,6,16,0.000,93.659,61.109,26.288,799.956
